Thank you so much, Chris. 	Cám ơn rất nhiều, Chris. 
So over the past several years I've been continuing to explore this interpersonal dimension of robots, now at the media lab with my own team of incredibly talented students. 	Vì vậy, vài năm trở lại đây tôi tiếp tục tìm hiểu về lĩnh vực giao tiếp giữa các cá nhân với nhau cho robot, bây giờ ở phòng thí nghiệm về các phương tiện truyền thông với một nhóm sinh viên rất tài năng. 
And one of my favorite robots is Leonardo. 	Một trong những người máy tôi thích nhất là Leonardo. 
We developed Leonardo in collaboration with Stan Winston Studio. 	Chúng tôi đã hợp tác với Stan Winston Studio để tạo ra Leonardo 
And so I want to show you a special moment for me of Leo. 	Và tôi muốn cho các bạn xem một khoảnh khắc của Leo mà tôi thấy rất đặc biệt. 
This is Matt Berlin interacting with Leo, introducing Leo to a new object. 	Matt Berlin đang giao tiếp với Leo. anh ấy đang giới thiệu Leo cho một đối tượng mới. 
And because it's new, Leo doesn't really know what to make of it. 	Vì nó mới, nên Leo chẳng biết phản ứng thế nào với nó. 
But sort of like us, he can actually learn about it from watching Matt's reaction. 	Nhưng mà như con người, Leo có thể học cách phản ứng trong khi theo dõi Matt Berlin. 
(Video) Matt Berlin: Hello, Leo. 	(Video) Matt Berlin: Xin chào, Leo! 
Leo, this is Cookie Monster. 	Leo ơi, đây là "Cookie Monster". 
Can you find Cookie Monster? 	Leo có thể tìm thấy "Cookie Monster" không? 
Leo, Cookie Monster is very bad. 	Leo ơi, "Cookie Monster" là kẻ xấu. 
He's very bad, Leo. 	Hắn rất xấu, Leo ạ. 
Cookie Monster is very, very bad. 	"Cookie Monster" rất độc ác. 
He's a scary monster. 	Nó là một con quái vật đáng sợ. 
He wants to get your cookies. 	Và nó muốn ăn bánh của Leo. 
(Laughter) CB: All right, so Leo and Cookie might have gotten off to a little bit of a rough start, but they get along great now. 	(cười) (CB): Vâng, Leo và "Cookie Monster" có vẻ khởi đầu không suôn sẻ cho lắm, nhưng mà hai đứa bây giờ đã thích nhau hơn nhiều. 
So what I've learned through building these systems is that robots are actually a really intriguing social technology, where it's actually their ability to push our social buttons and to interact with us like a partner that is a core part of their functionality. 	Và tôi đã học được sau khi xây dựng những hệ thống này rằng robot thật ra là một công nghệ xã hội rất đáng kinh ngạc. Thật ra robot có khả năng bật lên công tác xã hội của chúng ta và giao tiếp với chúng ta như một đối tác đấy chính là điểm hữu dụng của robot. 
And with that shift in thinking, we can now start to imagine new questions, new possibilities for robots that we might not have thought about otherwise. 	Với cách suy nghĩ mới mẻ đấy, chúng ta có thể tưởng tượng ra những câu hỏi, những khả năng mới cho robot mà trước đây chúng ta chưa từng nghĩ đến. 
But what do I mean when I say "push our social buttons?" 	Vậy ý tôi là gì khi tôi nói "bật lên cái công tác xã hội"? 
Well, one of the things that we've learned is that, if we design these robots to communicate with us using the same body language, the same sort of non-verbal cues that people use -- like Nexi, our humanoid robot, is doing here -- what we find is that people respond to robots a lot like they respond to people. 	Vâng, một trong những điều tôi đã học được là nếu chúng ta chế tạo nên robot để giao tiếp với chúng ta và sử dụng cùng một thứ ngôn ngữ hình thể, và cùng một kiểu cử chỉ -- giống như Nexi, robot hình người ở đây -- chúng tôi thấy cách con người phản ứng với robot rất giống cách con người phản ứng với con người. 
People use these cues to determine things like how persuasive someone is, how likable, how engaging, how trustworthy. 	Con người dựa vào những cử chỉ để đo tính thuyết phục, để xem ai đó có dễ gần không, có thu hút không, có đáng tin cậy không. 
It turns out it's the same for robots. 	Và robot cũng hoạt động như vây. 
It's turning out now that robots are actually becoming a really interesting new scientific tool to understand human behavior. 	Chúng tôi nhận thấy rằng robot thực chất đang dần trở thành một công cụ rất hay cho khoa học để nghiên cứu hành vi của con người. 
To answer questions like, how is it that, from a brief encounter, we're able to make an estimate of how trustworthy another person is? 	Để trả lời những câu hỏi như, làm thế nào, mà sau một lần gặp gỡ ngắn ngủi, chúng ta đều có thể ước tính được độ đáng tin cậy của người kia. 
Mimicry's believed to play a role, but how? 	Có thể là nhờ sự bắt chước, nhưng mà như thế nào? 
Is it the mimicking of particular gestures that matters? 	Có phải là sự bắt chước của một số cử chỉ nhất định mang tính quyết định không? 
It turns out it's really hard to learn this or understand this from watching people because when we interact we do all of these cues automatically. 	Thật ra rất khó nói vì chúng ta không thể biết và hiểu điều này chỉ qua quan sát con người vì khi giao tiếp, chúng ta ứng xử một cách vô thức. 
We can't carefully control them because they're subconscious for us. 	Chúng ta không thể kiểm soát bản thân vì nó nằm trong tiềm thức. 
But with the robot, you can. 	Nhưng mà với robot thì chúng ta có thể. 
And so in this video here -- this is a video taken from David DeSteno's lab at Northeastern University. 	Và trong đoạn phim này -- video clip này được quay ở phòng thí nghiệm của giáo sư David DeSteno tại trường Đại học Northeastern. 
He's a psychologist we've been collaborating with. 	Anh ấy là một nhà tâm lý học mà chúng tôi đang hợp tác cùng. 
There's actually a scientist carefully controlling Nexi's cues to be able to study this question. 	Trên thực tế, một nhà khoa học đang kiểm soát một cách chặt chẽ những ứng xử của Nexi để nghiên cứu được vấn đề này. 
And the bottom line is -- the reason why this works is because it turns out people just behave like people even when interacting with a robot. 	Và điểm mấu chốt là -- lí do điều này thực hiện được là -- chúng tôi nhận thấy rằng con người vẫn xử sự như một con người kể cả khi chúng ta đang giao tiếp với robot. 
So given that key insight, we can now start to imagine new kinds of applications for robots. 	Dựa vào phát hiện quan trọng đó, chúng ta có thể bắt đầu tưởng tượng một loại ứng dụng mới cho robot 
For instance, if robots do respond to our non-verbal cues, maybe they would be a cool, new communication technology. 	Ví dụ như là nếu robot phản ứng với tín hiệu không lời của chúng ta, thì chúng sẽ có một công nghệ liên lạc rất mới mẻ và hay ho. 
So imagine this: What about a robot accessory for your cellphone? 	Các bạn hãy tưởng tượng: Nếu bạn có một con robot làm phụ kiện cho điện thoại di động 
You call your friend, she puts her handset in a robot, and, bam! You're a MeBot -- you can make eye contact, you can talk with your friends, you can move around, you can gesture -- maybe the next best thing to really being there, or is it? 	Bạn gọi cho một người bạn, và cô ấy sẽ gắn cái điện thoại vào robot, và, tèn ten! Bạn trở thành MeBot -- bạn có thể trao đổi bằng mắt, bạn có thể nói chuyện với bạn bè, bạn có thể đi lại, có thể làm các động tác -- chẳng khác gì bạn đang có mặt thực sự ở đó, phải không? 
To explore this question, my student, Siggy Adalgeirsson, did a study where we brought human participants, people, into our lab to do a collaborative task with a remote collaborator. 	Để tìm hiểu câu hỏi này học trò của tôi, Siggy Adalgeirsson, đã làm một cuộc điều tra trong đó chúng tôi mời những người tham gia vào phòng thí nghiệm và đề nghị họ cùng hợp tác làm một việc gì đó với một cộng tác viên từ xa. 
The task involved things like looking at a set of objects on the table, discussing them in terms of their importance and relevance to performing a certain task -- this ended up being a survival task -- and then rating them in terms of how valuable and important they thought they were. 	Công việc bao gồm những việc như là nhìn một số đồ vật để trên bàn và bàn xem chúng có quan trọng và phù hợp để thực hiện một công việc nào đó không -- công việc cuối cùng trở thành việc cần làm để sống sót-- và chúng tôi đề nghị họ đánh giá xem những độ vật này quan trọng và có giá trị đến mức nào. 
The remote collaborator was an experimenter from our group who used one of three different technologies to interact with the participants. 	Cộng tác viên từ xa là một nhà thí nghiệm của nhóm chúng tôi họ dùng 1 trong 3 công nghệ khác nhau để giao tiếp với những người tham gia bài thí nghiệm. 
